-2.107861e-10	-1.873420e-10
1.581057e-06	4.180987e-07
3.154041e-06	9.173675e-07
4.764767e-06	1.519425e-06
6.459748e-06	2.248584e-06
8.286287e-06	3.132267e-06
1.029267e-05	4.201544e-06
1.252826e-05	5.491554e-06
1.504337e-05	7.041804e-06
1.788900e-05	8.896275e-06
2.111632e-05	1.110331e-05
2.477588e-05	1.371520e-05
2.891653e-05	1.678753e-05
3.358402e-05	2.037797e-05
3.881924e-05	2.454485e-05
4.465608e-05	2.934507e-05
5.111897e-05	3.483159e-05
5.822000e-05	4.105036e-05
6.595575e-05	4.803666e-05
7.430392e-05	5.581107e-05
8.321964e-05	6.437478e-05
9.263193e-05	7.370478e-05
1.024401e-04	8.374877e-05
1.125108e-04	9.442012e-05
1.226749e-04	1.055932e-04
1.327266e-04	1.170995e-04
1.424219e-04	1.287246e-04
1.514805e-04	1.402071e-04
1.595881e-04	1.512392e-04
1.664019e-04	1.614700e-04
1.715577e-04	1.705124e-04
1.746811e-04	1.779525e-04
1.754001e-04	1.833638e-04
1.733616e-04	1.863248e-04
1.682502e-04	1.864406e-04
1.598097e-04	1.833683e-04
1.478655e-04	1.768451e-04
1.323485e-04	1.667178e-04
1.133181e-04	1.529731e-04
9.098319e-05	1.357657e-04
6.571998e-05	1.154423e-04
3.808375e-05	9.255946e-05
8.813478e-06	6.789129e-05
-2.117302e-05	4.242523e-05
-5.079494e-05	1.734284e-05
-7.883674e-05	-6.016414e-06
-1.039894e-04	-2.620946e-05
-1.249051e-04	-4.176248e-05
-1.402634e-04	-5.126071e-05
-1.488481e-04	-5.345263e-05
-1.496311e-04	-4.736344e-05
-1.418578e-04	-3.241154e-05
-1.251307e-04	-8.519485e-06
-9.948304e-05	2.379028e-05
-6.543632e-05	6.332549e-05
-2.403477e-05	1.081909e-04
2.315009e-05	1.558016e-04
7.404996e-05	2.029518e-04
1.261692e-04	2.459428e-04
1.766945e-04	2.807737e-04
2.226427e-04	3.033883e-04
2.610424e-04	3.099705e-04
2.891396e-04	2.972720e-04
3.046158e-04	2.629503e-04
3.058033e-04	2.058913e-04
2.918803e-04	1.264861e-04
2.630257e-04	2.683103e-05
2.205185e-04	-8.918001e-05
1.667618e-04	-2.158950e-04
1.052222e-04	-3.460953e-04
4.027643e-05	-4.713449e-04
-2.303525e-05	-5.824945e-04
-7.933912e-05	-6.703191e-04
-1.233264e-04	-7.262548e-04
-1.501945e-04	-7.431867e-04
-1.561002e-04	-7.162265e-04
-1.385879e-04	-6.434128e-04
-9.695317e-05	-5.262629e-04
-3.250557e-05	-3.701106e-04
5.130451e-05	-1.841735e-04
1.489195e-04	1.868800e-05
2.528832e-04	2.225355e-04
3.542245e-04	4.092300e-04
4.430014e-04	5.595810e-04
5.089752e-04	6.546993e-04
5.423712e-04	6.774588e-04
5.346694e-04	6.139570e-04
4.793633e-04	4.548521e-04
3.726230e-04	1.964554e-04
2.137988e-04	-1.585280e-04
5.717048e-06	-6.006988e-04
-2.452715e-04	-1.114155e-03
-5.295082e-04	-1.677188e-03
-8.345044e-04	-2.263465e-03
-1.145655e-03	-2.843608e-03
-1.447145e-03	-3.387078e-03
-1.722973e-03	-3.864218e-03
-1.958035e-03	-4.248294e-03
-2.139163e-03	-4.517380e-03
-2.256049e-03	-4.655919e-03
-2.301984e-03	-4.655856e-03
