-3.860063e-21	-5.787099e-21
-3.765171e-21	-5.857479e-21
-3.709394e-21	-5.950027e-21
-3.692642e-21	-6.066103e-21
-3.714949e-21	-6.207381e-21
-3.776447e-21	-6.375830e-21
-3.877330e-21	-6.573674e-21
-4.017811e-21	-6.803357e-21
-4.198065e-21	-7.067475e-21
-4.418163e-21	-7.368707e-21
-4.677998e-21	-7.709720e-21
-4.977194e-21	-8.093058e-21
-5.315018e-21	-8.521009e-21
-5.690267e-21	-8.995458e-21
-6.101156e-21	-9.517705e-21
-6.545204e-21	-1.008828e-20
-7.019100e-21	-1.070673e-20
-7.518590e-21	-1.137138e-20
-8.038349e-21	-1.207912e-20
-8.571874e-21	-1.282513e-20
-9.111391e-21	-1.360271e-20
-9.647779e-21	-1.440300e-20
-1.017054e-20	-1.521485e-20
-1.066778e-20	-1.602466e-20
-1.112630e-20	-1.681636e-20
-1.153167e-20	-1.757140e-20
-1.186846e-20	-1.826894e-20
-1.212044e-20	-1.888607e-20
-1.227103e-20	-1.939831e-20
-1.230366e-20	-1.978013e-20
-1.220236e-20	-2.000580e-20
-1.195240e-20	-2.005030e-20
-1.154098e-20	-1.989048e-20
-1.095801e-20	-1.950637e-20
-1.019700e-20	-1.888257e-20
-9.255820e-21	-1.800978e-20
-8.137590e-21	-1.688631e-20
-6.851402e-21	-1.551951e-20
-5.412963e-21	-1.392704e-20
-3.845054e-21	-1.213785e-20
-2.177743e-21	-1.019277e-20
-4.483140e-22	-8.144545e-21
1.299164e-21	-6.057196e-21
3.014656e-21	-4.004696e-21
4.643415e-21	-2.068755e-21
6.127663e-21	-3.357560e-22
7.408701e-21	1.107147e-21
8.429397e-21	2.176712e-21
9.136980e-21	2.798896e-21
9.486029e-21	2.914533e-21
9.441510e-21	2.485076e-21
8.981697e-21	1.498043e-21
8.100771e-21	-2.829104e-23
6.810896e-21	-2.041411e-21
5.143552e-21	-4.452764e-21
3.149927e-21	-7.138099e-21
9.002101e-22	-9.940288e-21
-1.518339e-21	-1.267488e-20
-4.004595e-21	-1.513848e-20
-6.448006e-21	-1.711970e-20
-8.734148e-21	-1.841255e-20
-1.075115e-20	-1.883133e-20
-1.239671e-20	-1.822639e-20
-1.358516e-20	-1.649960e-20
-1.425430e-20	-1.361817e-20
-1.437128e-20	-9.625677e-21
-1.393702e-20	-4.648835e-21
-1.298884e-20	1.101152e-21
-1.160059e-20	7.333517e-21
-9.880300e-21	1.368972e-20
-7.964999e-21	1.976211e-20
-6.012876e-21	2.511898e-20
-4.193111e-21	2.933478e-20
-2.673863e-21	3.202379e-20
-1.609173e-21	3.287499e-20
-1.125699e-21	3.168538e-20
-1.310289e-21	2.838889e-20
-2.199487e-21	2.307794e-20
-3.771956e-21	1.601508e-20
-5.944731e-21	7.632589e-21
-8.573936e-21	-1.481262e-21
-1.146031e-20	-1.060957e-20
-1.435953e-20	-1.894699e-20
-1.699692e-20	-2.565071e-20
-1.908576e-20	-2.989921e-20
-2.034789e-20	-3.095468e-20
-2.053539e-20	-2.822438e-20
-1.945148e-20	-2.131615e-20
-1.696904e-20	-1.008288e-20
-1.304513e-20	5.348051e-21
-7.730143e-21	2.456397e-20
-1.170553e-21	4.687653e-20
6.395308e-21	7.135227e-20
1.464840e-20	9.686274e-20
2.320656e-20	1.221513e-19
3.164737e-20	1.459119e-19
3.953477e-20	1.668743e-19
4.644756e-20	1.838893e-19
5.200759e-20	1.960076e-19
5.590550e-20	2.025457e-19
5.792216e-20	2.031336e-19
5.794393e-20	1.977418e-19
5.597085e-20	1.866824e-19
5.211675e-20	1.705884e-19
4.660162e-20	1.503681e-19
3.973668e-20	1.271433e-19
3.190333e-20	1.021713e-19
2.352765e-20	7.676092e-20
1.505247e-20	5.218645e-20
6.908931e-21	2.960704e-20
-5.101846e-22	9.997289e-21
-6.873577e-21	-5.906350e-21
-1.192946e-20	-1.763999e-20
-1.551736e-20	-2.502591e-20
-1.757320e-20	-2.816539e-20
-1.812758e-20	-2.741251e-20
-1.729770e-20	-2.333210e-20
-1.527409e-20	-1.664577e-20
