2.75316324592898e-08,2.17781671587433e-08,3.86176950275958e-08,3.41023603281422e-08,3.50200853195195e-08,3.5344565974029e-08,3.27908902824191e-08,2.5943785112351e-08,2.24833384003328e-08,2.06516324592897e-08
2.72710151832664e-08,2.19115539535585e-08,3.88290617947644e-08,3.3722720989053e-08,3.55433719761019e-08,3.49690894208837e-08,3.29468502271259e-08,2.55333642052275e-08,2.28157793351029e-08,2.06885703409309e-08
2.7010397907243e-08,2.22591290524397e-08,3.9040428561933e-08,3.33430816499638e-08,3.60666586326843e-08,3.46017627090081e-08,3.30969620774943e-08,2.51229432981041e-08,2.31482202698729e-08,2.0725508222572e-08
2.67497806312195e-08,2.26264557643152e-08,3.92517953291015e-08,3.29634423108745e-08,3.65899452892668e-08,3.42344359971326e-08,3.32365051859162e-08,2.47027612954917e-08,2.3480661204643e-08,2.07624461042131e-08
2.64891633551961e-08,2.29937824761908e-08,3.94631620962701e-08,3.26448664734404e-08,3.71132319458492e-08,3.38671092852572e-08,3.33760482943383e-08,2.42574546112628e-08,2.3813102139413e-08,2.07993839858542e-08
2.62022381544791e-08,2.33176016447314e-08,3.9672963657274e-08,3.23585159677358e-08,3.75011279272023e-08,3.35224500097654e-08,3.35095984208103e-08,2.383507667572e-08,2.41484051316147e-08,2.08337164699849e-08
2.57343966476025e-08,2.33472751433017e-08,3.98720014913398e-08,3.21492184515016e-08,3.77371006170743e-08,3.33715616240242e-08,3.36019355603254e-08,2.35703768757767e-08,2.45033901346394e-08,2.08501319614542e-08
2.52665551407261e-08,2.34909106936585e-08,4.00710393254058e-08,3.19399209352674e-08,3.79730733069462e-08,3.32504973744377e-08,3.37339197768531e-08,2.33056770758334e-08,2.48583751376641e-08,2.08665474529236e-08
2.47987136338496e-08,2.36345462440153e-08,4.03034432836674e-08,3.17306234190331e-08,3.82090459968181e-08,3.31294331248512e-08,3.3908334373715e-08,2.30885254856516e-08,2.52133601406888e-08,2.0882962944393e-08
2.4330872126973e-08,2.37781817943722e-08,4.05373640371057e-08,3.14480828275095e-08,3.844501868669e-08,3.30083688752647e-08,3.40827489705768e-08,2.29407860624274e-08,2.55568330614108e-08,2.08993784358623e-08
2.3895281997421e-08,2.40383384499013e-08,4.07463159822928e-08,3.11114806865605e-08,3.86389498367323e-08,3.27863890256629e-08,3.42228314560933e-08,2.27956475567294e-08,2.58821369801155e-08,2.09459645706352e-08
2.35546605494319e-08,2.46554779870071e-08,4.08817437869149e-08,3.06477430525513e-08,3.88174683064615e-08,3.22658412510443e-08,3.4261818248333e-08,2.26581678156735e-08,2.62227584281046e-08,2.10813923752573e-08
2.32140391014429e-08,2.53408247558526e-08,4.10170011326144e-08,3.01840054185422e-08,3.89959867761908e-08,3.17446493968924e-08,3.42607775495756e-08,2.25206880746177e-08,2.65633798760936e-08,2.12168201798795e-08
2.28734176534538e-08,2.6026171524698e-08,4.11503770008029e-08,2.9720267784533e-08,3.917450524592e-08,3.12234575427405e-08,3.42341023759379e-08,2.23569556626747e-08,2.69040013240826e-08,2.13522479845017e-08
2.25327962054648e-08,2.67115182935434e-08,4.12837528689913e-08,2.92217464736639e-08,3.93530237156491e-08,3.07022656885885e-08,3.42074272023002e-08,2.21702294472108e-08,2.72296329563873e-08,2.14876757891238e-08
2.21118271098543e-08,2.72104847534224e-08,4.14576910962186e-08,2.87270062411715e-08,3.95596646780704e-08,3.01888530045135e-08,3.42213081583596e-08,2.21340254528099e-08,2.74399422088243e-08,2.15497939842556e-08
2.15597996837595e-08,2.74206068722267e-08,4.16977922443714e-08,2.82385953586043e-08,3.96704805926025e-08,2.98382338582955e-08,3.43013418744104e-08,2.23433444024815e-08,2.74912458729595e-08,2.14923338804242e-08
2.10077722576646e-08,2.76668644600757e-08,4.1927558003296e-08,2.77501844760371e-08,3.97812965071345e-08,2.95222032872225e-08,3.44070632940716e-08,2.25526633521532e-08,2.75425495370947e-08,2.14348737765928e-08
2.04557448315699e-08,2.79131220479246e-08,4.21184076338789e-08,2.72620281481021e-08,3.98921124216666e-08,2.92061727161497e-08,3.45219835017345e-08,2.27389599886888e-08,2.75938532012299e-08,2.13774136727613e-08
1.99037174054751e-08,2.81593796357736e-08,4.23092572644619e-08,2.67756694121003e-08,4.00057311479073e-08,2.88901421450769e-08,3.46369037093973e-08,2.29133924467485e-08,2.76738960502995e-08,2.13199535689299e-08
1.93902198010858e-08,2.84961541830844e-08,4.23617009350909e-08,2.63382428058662e-08,4.00968797004408e-08,2.85220993943251e-08,3.46664910618098e-08,2.32657536253368e-08,2.77307419947878e-08,2.12697804514351e-08
